Temperature,Rainfall,Humidity,Moisture,Crop
21,47,69,422,Barley
19,103,33,394,chile
26,299,77,391,Rice
16,136,85,560,Tomato
22,88,59,415,Wheat
7,43,68,417,Barley
26,99,31,324,chile
22,184,66,412,Rice
13,112,89,476,Tomato
23,84,53,425,Wheat
6,43,65,425,Barley
20,109,38,390,chile
21,245,74,387,Rice
16,93,77,647,Tomato
24,99,50,408,Wheat
19,47,65,405,Barley
21,99,36,381,chile
23,306,60,394,Rice
14,81,83,546,Tomato
24,99,60,405,Wheat
7,43,64,407,Barley
21,90,34,329,chile
22,321,64,384,Rice
15,94,81,487,Tomato
21,66,53,417,Wheat
20,46,68,387,Barley
26,104,38,352,chile
26,237,76,398,Rice
14,98,84,597,Tomato
24,98,53,407,Wheat
11,44,60,407,Barley
19,112,34,366,chile
21,278,72,415,Rice
14,114,88,627,Tomato
22,45,53,404,Wheat
10,43,64,388,Barley
18,101,35,381,chile
22,261,72,402,Rice
14,150,82,631,Tomato
23,57,53,409,Wheat
10,50,66,410,Barley
19,84,31,379,chile
26,208,74,396,Rice
16,81,78,636,Tomato
23,53,59,448,Wheat
20,43,70,420,Barley
22,83,33,301,chile
22,214,67,384,Rice
15,90,82,518,Tomato
24,98,50,415,Wheat
7,45,62,402,Barley
26,91,36,381,chile
26,304,77,427,Rice
13,140,87,523,Tomato
21,53,58,419,Wheat
18,50,69,414,Barley
19,93,31,301,chile
25,349,63,407,Rice
16,138,88,488,Tomato
24,53,55,445,Wheat
17,41,60,418,Barley
22,103,30,311,chile
24,257,63,413,Rice
16,104,77,587,Tomato
21,30,57,437,Wheat
5,44,60,397,Barley
18,98,31,391,chile
26,234,62,424,Rice
14,61,76,641,Tomato
22,33,54,418,Wheat
22,48,62,406,Barley
20,107,34,390,chile
22,228,74,427,Rice
15,135,82,554,Tomato
23,74,55,438,Wheat
5,42,61,421,Barley
26,119,31,322,chile
21,213,68,426,Rice
15,107,79,463,Tomato
21,53,53,419,Wheat
24,46,70,388,Barley
25,104,33,394,chile
25,216,64,422,Rice
14,148,83,518,Tomato
23,92,56,410,Wheat
6,46,60,409,Barley
24,113,30,340,chile
25,177,73,405,Rice
16,77,87,486,Tomato
24,63,54,420,Wheat
25,45,62,405,Barley
24,96,30,304,chile
23,280,65,426,Rice
14,69,76,529,Tomato
24,47,57,405,Wheat
14,49,70,428,Barley
20,110,33,377,chile
21,295,73,388,Rice
15,75,77,550,Tomato
22,52,59,406,Wheat
7,39,69,404,Barley
24,85,33,367,chile
21,327,72,400,Rice
13,94,77,638,Tomato
23,51,58,421,Wheat
22,45,66,415,Barley
25,114,38,332,chile
24,195,76,429,Rice
13,123,75,515,Tomato
24,68,52,413,Wheat
22,41,62,412,Barley
22,110,40,336,chile
25,281,70,405,Rice
13,60,88,494,Tomato
21,57,54,418,Wheat
11,39,60,411,Barley
24,85,36,397,chile
27,347,63,428,Rice
16,133,87,526,Tomato
21,36,56,410,Wheat
10,40,60,402,Barley
25,99,39,369,chile
23,347,65,388,Rice
15,88,81,616,Tomato
23,57,53,433,Wheat
13,41,65,394,Barley
24,118,32,365,chile
27,187,60,430,Rice
14,94,86,608,Tomato
24,48,57,423,Wheat
14,39,65,422,Barley
24,88,39,323,chile
21,183,71,389,Rice
14,92,90,519,Tomato
21,74,52,426,Wheat
17,40,60,423,Barley
21,95,40,349,chile
22,257,60,400,Rice
14,102,80,523,Tomato
24,46,51,434,Wheat
15,44,60,410,Barley
26,117,32,349,chile
25,279,63,415,Rice
14,102,90,575,Tomato
23,95,53,419,Wheat
12,44,68,416,Barley
21,94,36,395,chile
24,343,79,387,Rice
16,66,88,557,Tomato
24,47,58,407,Wheat
23,45,60,403,Barley
20,101,32,387,chile
27,335,80,416,Rice
16,123,87,609,Tomato
23,41,59,429,Wheat
13,39,61,392,Barley
22,94,33,399,chile
22,277,64,418,Rice
13,70,81,473,Tomato
21,53,60,418,Wheat
22,43,69,380,Barley
19,98,32,395,chile
22,258,80,401,Rice
15,89,89,554,Tomato
23,83,54,413,Wheat
16,45,65,380,Barley
26,90,39,398,chile
27,240,80,397,Rice
16,63,86,587,Tomato
23,84,56,428,Wheat
16,42,67,413,Barley
23,107,38,325,chile
22,205,73,394,Rice
13,143,87,540,Tomato
21,99,50,404,Wheat
13,45,69,425,Barley
22,80,32,325,chile
22,257,64,416,Rice
15,129,77,575,Tomato
21,67,54,403,Wheat
27,50,68,429,Barley
21,88,36,385,chile
21,313,79,422,Rice
15,82,88,643,Tomato
22,99,58,445,Wheat
15,44,67,407,Barley
25,86,33,398,chile
26,304,76,397,Rice
16,69,78,516,Tomato
22,46,52,447,Wheat
21,49,64,404,Barley
21,100,30,359,chile
25,300,79,403,Rice
16,149,85,536,Tomato
24,76,58,419,Wheat
12,49,65,427,Barley
19,91,37,387,chile
22,282,77,417,Rice
15,133,86,625,Tomato
23,72,53,448,Wheat
9,39,70,424,Barley
18,119,33,357,chile
22,286,76,394,Rice
14,141,88,549,Tomato
24,49,57,419,Wheat
18,48,65,420,Barley
23,103,38,382,chile
21,299,77,422,Rice
15,69,77,572,Tomato
24,86,52,446,Wheat
16,41,63,394,Barley
24,113,30,378,chile
26,285,75,390,Rice
16,77,76,546,Tomato
21,99,56,449,Wheat
10,43,66,418,Barley
19,101,40,393,chile
23,277,76,407,Rice
15,121,78,629,Tomato
21,74,58,434,Wheat
15,44,61,406,Barley
20,90,30,303,chile
21,222,72,383,Rice
15,136,78,594,Tomato
23,75,52,442,Wheat
16,42,62,425,Barley
21,115,34,320,chile
26,277,67,397,Rice
14,126,81,548,Tomato
21,96,59,438,Wheat
5,50,66,394,Barley
19,99,40,355,chile
26,179,75,383,Rice
13,70,85,472,Tomato
21,67,59,420,Wheat
11,46,65,382,Barley
19,106,39,400,chile
21,216,73,406,Rice
15,81,84,465,Tomato
21,80,50,407,Wheat
14,45,67,429,Barley
22,98,32,300,chile
25,276,76,398,Rice
14,112,78,514,Tomato
24,75,59,436,Wheat
24,40,61,414,Barley
18,99,34,370,chile
24,269,63,390,Rice
13,86,77,568,Tomato
23,56,51,441,Wheat
18,42,64,387,Barley
18,102,34,393,chile
26,270,69,396,Rice
15,104,77,518,Tomato
24,42,56,422,Wheat
20,43,64,399,Barley
26,87,36,397,chile
27,215,74,416,Rice
13,136,89,584,Tomato
24,54,50,438,Wheat
23,41,69,401,Barley
25,87,33,367,chile
22,200,66,400,Rice
14,99,90,479,Tomato
22,51,55,438,Wheat
18,42,62,430,Barley
22,90,33,399,chile
21,202,76,396,Rice
16,115,83,623,Tomato
24,44,54,437,Wheat
27,41,63,418,Barley
21,94,35,346,chile
25,335,69,402,Rice
15,82,89,513,Tomato
22,52,56,437,Wheat
24,45,67,395,Barley
23,109,33,302,chile
23,272,77,394,Rice
15,70,90,614,Tomato
22,96,53,444,Wheat
13,48,65,386,Barley
20,88,36,368,chile
25,200,63,416,Rice
16,78,77,604,Tomato
24,45,58,425,Wheat
16,42,69,411,Barley
26,106,30,397,chile
27,247,64,428,Rice
14,94,79,470,Tomato
21,84,57,442,Wheat
12,42,67,408,Barley
21,100,30,311,chile
22,324,77,413,Rice
14,139,88,540,Tomato
24,35,54,430,Wheat
5,40,63,398,Barley
23,81,34,380,chile
26,293,78,391,Rice
13,96,84,467,Tomato
21,51,60,449,Wheat
15,44,62,411,Barley
23,120,32,327,chile
21,333,68,400,Rice
14,64,90,535,Tomato
23,40,57,416,Wheat
5,50,66,382,Barley
24,101,32,383,chile
21,318,76,389,Rice
13,148,90,618,Tomato
21,37,51,416,Wheat
25,49,60,404,Barley
19,111,32,314,chile
27,327,70,402,Rice
16,90,75,486,Tomato
24,82,57,426,Wheat
26,50,62,403,Barley
22,99,39,395,chile
25,297,73,391,Rice
14,61,75,570,Tomato
23,57,56,438,Wheat
18,47,63,381,Barley
19,82,31,376,chile
23,289,68,401,Rice
15,74,75,464,Tomato
23,85,59,442,Wheat
7,43,69,404,Barley
26,116,30,373,chile
21,332,61,402,Rice
14,92,85,534,Tomato
22,42,58,427,Wheat
9,42,68,386,Barley
21,104,37,397,chile
22,214,60,420,Rice
16,113,77,557,Tomato
21,34,57,430,Wheat
27,43,64,395,Barley
21,112,40,389,chile
27,192,71,392,Rice
16,142,84,563,Tomato
21,65,51,449,Wheat
19,39,66,403,Barley
26,116,38,385,chile
26,237,68,429,Rice
16,63,75,463,Tomato
21,78,58,420,Wheat
10,39,64,389,Barley
24,106,34,332,chile
22,203,75,420,Rice
13,112,90,521,Tomato
24,77,55,421,Wheat
16,39,60,385,Barley
24,110,30,350,chile
21,270,77,415,Rice
13,102,84,612,Tomato
21,89,59,442,Wheat
18,46,66,421,Barley
20,97,34,326,chile
25,338,78,418,Rice
14,101,80,554,Tomato
23,96,50,442,Wheat
22,45,61,428,Barley
19,90,33,367,chile
25,221,63,413,Rice
14,76,77,642,Tomato
24,62,59,420,Wheat
18,49,65,411,Barley
24,85,31,371,chile
22,350,75,386,Rice
13,62,83,646,Tomato
24,51,57,411,Wheat
6,43,68,390,Barley
23,109,32,317,chile
26,225,62,422,Rice
13,117,76,641,Tomato
22,58,50,408,Wheat
13,43,70,382,Barley
22,82,30,346,chile
22,335,60,400,Rice
15,63,89,532,Tomato
22,92,52,422,Wheat
26,47,65,405,Barley
26,87,35,347,chile
26,209,69,388,Rice
14,150,75,628,Tomato
23,47,60,412,Wheat
9,39,63,385,Barley
26,107,31,321,chile
25,199,69,388,Rice
16,150,88,650,Tomato
21,98,51,420,Wheat
11,47,66,429,Barley
23,104,31,321,chile
25,220,67,418,Rice
14,139,78,604,Tomato
24,85,55,418,Wheat
21,42,61,421,Barley
18,80,31,362,chile
27,303,64,427,Rice
15,104,89,641,Tomato
23,73,52,423,Wheat
5,47,68,398,Barley
21,111,40,338,chile
27,200,60,414,Rice
16,103,84,492,Tomato
24,53,50,448,Wheat
25,46,61,402,Barley
22,101,36,341,chile
23,243,64,400,Rice
13,67,77,510,Tomato
23,79,50,410,Wheat
12,48,60,419,Barley
25,95,30,331,chile
23,280,66,397,Rice
14,138,87,599,Tomato
23,35,52,404,Wheat
19,44,69,421,Barley
23,85,31,307,chile
26,296,60,417,Rice
13,62,79,599,Tomato
21,62,60,425,Wheat
20,42,67,418,Barley
20,119,34,375,chile
27,316,69,424,Rice
15,134,84,625,Tomato
23,34,54,405,Wheat
22,46,65,402,Barley
21,103,37,375,chile
24,316,80,403,Rice
13,94,80,465,Tomato
22,32,51,436,Wheat
9,45,65,414,Barley
22,109,37,383,chile
21,311,76,430,Rice
15,73,88,550,Tomato
23,49,60,416,Wheat
5,43,60,421,Barley
24,89,32,324,chile
25,296,65,392,Rice
16,129,89,601,Tomato
21,75,50,433,Wheat
12,42,61,421,Barley
19,88,36,310,chile
26,259,60,400,Rice
16,100,88,603,Tomato
22,46,60,442,Wheat
7,46,63,393,Barley
19,90,36,315,chile
21,184,61,401,Rice
13,131,90,579,Tomato
22,95,56,435,Wheat
18,45,63,429,Barley
23,85,37,348,chile
23,302,64,424,Rice
15,65,80,499,Tomato
23,74,53,411,Wheat
17,45,69,384,Barley
20,109,30,357,chile
24,212,75,396,Rice
14,73,79,639,Tomato
21,49,55,411,Wheat
7,41,69,416,Barley
24,92,38,333,chile
26,334,74,421,Rice
13,89,86,543,Tomato
21,65,60,427,Wheat
8,40,68,394,Barley
21,81,36,362,chile
23,272,60,410,Rice
14,95,78,512,Tomato
22,94,57,437,Wheat
6,42,69,415,Barley
25,94,31,348,chile
25,303,63,394,Rice
16,86,80,548,Tomato
22,53,51,423,Wheat
21,42,64,419,Barley
26,114,36,368,chile
22,291,74,414,Rice
13,150,83,539,Tomato
21,69,58,435,Wheat
15,48,68,412,Barley
18,105,36,396,chile
23,324,62,412,Rice
14,68,87,533,Tomato
23,78,56,428,Wheat
12,40,67,427,Barley
23,119,34,304,chile
23,258,62,404,Rice
15,61,85,489,Tomato
21,83,50,439,Wheat
26,44,62,383,Barley
24,82,40,333,chile
26,260,76,422,Rice
15,135,88,569,Tomato
22,73,56,409,Wheat
5,42,69,425,Barley
19,115,40,387,chile
24,200,68,391,Rice
13,150,84,587,Tomato
22,41,60,426,Wheat
14,41,65,390,Barley
22,84,39,305,chile
26,225,69,402,Rice
15,70,81,531,Tomato
22,47,60,439,Wheat
17,49,66,404,Barley
20,102,30,315,chile
21,287,79,419,Rice
14,85,75,541,Tomato
21,98,57,429,Wheat
7,50,62,429,Barley
23,105,38,318,chile
24,349,65,399,Rice
14,69,90,476,Tomato
24,80,57,448,Wheat
24,46,60,391,Barley
24,110,36,360,chile
21,330,70,387,Rice
13,117,79,498,Tomato
24,59,58,432,Wheat
23,39,67,402,Barley
24,111,36,385,chile
23,247,69,413,Rice
16,78,79,568,Tomato
24,92,54,443,Wheat
14,48,70,409,Barley
19,110,38,380,chile
24,303,72,425,Rice
13,125,78,613,Tomato
22,45,57,417,Wheat
6,48,65,394,Barley
22,83,36,354,chile
21,267,76,402,Rice
16,64,79,526,Tomato
22,39,54,417,Wheat
14,48,68,382,Barley
21,107,35,369,chile
27,219,70,398,Rice
15,85,75,629,Tomato
23,59,52,423,Wheat
11,40,68,401,Barley
18,95,34,305,chile
23,219,75,426,Rice
16,92,77,647,Tomato
23,66,60,409,Wheat
11,48,64,382,Barley
20,115,39,306,chile
24,306,75,392,Rice
13,72,76,541,Tomato
24,66,50,411,Wheat
8,49,63,393,Barley
22,98,31,329,chile
26,338,60,414,Rice
16,97,83,587,Tomato
23,40,57,407,Wheat
18,45,65,397,Barley
26,96,35,310,chile
24,311,63,415,Rice
13,104,82,541,Tomato
23,39,56,444,Wheat
23,46,70,382,Barley
19,91,37,303,chile
21,293,76,423,Rice
14,70,78,571,Tomato
22,42,57,424,Wheat
23,49,65,408,Barley
22,117,39,326,chile
24,218,74,428,Rice
14,123,81,529,Tomato
23,33,51,432,Wheat
16,44,60,426,Barley
23,92,32,387,chile
21,237,79,383,Rice
16,68,89,613,Tomato
22,97,57,450,Wheat
11,47,70,398,Barley
23,113,35,301,chile
25,303,69,424,Rice
14,102,81,639,Tomato
22,65,56,419,Wheat
17,49,65,416,Barley
19,85,31,383,chile
21,337,75,385,Rice
14,128,86,562,Tomato
21,39,57,439,Wheat
22,41,70,421,Barley
26,95,36,395,chile
25,280,67,404,Rice
15,98,89,601,Tomato
24,73,53,413,Wheat
24,42,63,423,Barley
19,118,37,319,chile
23,307,77,407,Rice
14,122,87,633,Tomato
24,32,52,413,Wheat
21,41,66,412,Barley
20,82,39,362,chile
24,207,65,387,Rice
16,69,88,586,Tomato
21,96,59,437,Wheat
5,45,61,403,Barley
20,120,32,358,chile
25,285,74,395,Rice
15,149,81,567,Tomato
23,42,56,449,Wheat
5,41,69,396,Barley
19,88,31,400,chile
23,233,75,384,Rice
13,122,88,467,Tomato
23,59,52,409,Wheat
24,40,67,412,Barley
22,85,30,316,chile
25,176,74,420,Rice
16,140,86,592,Tomato
24,37,60,420,Wheat
24,47,64,420,Barley
18,99,36,382,chile
27,193,65,417,Rice
14,113,76,547,Tomato
24,80,52,416,Wheat
25,49,62,397,Barley
23,107,33,345,chile
26,252,71,417,Rice
13,65,88,603,Tomato
22,45,60,403,Wheat
23,39,62,420,Barley
19,91,32,314,chile
22,333,79,421,Rice
14,93,81,497,Tomato
23,85,54,400,Wheat
8,42,65,403,Barley
23,92,39,355,chile
26,309,80,418,Rice
13,69,89,604,Tomato
24,45,60,434,Wheat
27,42,66,416,Barley
21,86,33,348,chile
22,300,69,386,Rice
14,65,86,567,Tomato
24,61,55,415,Wheat
23,40,65,414,Barley
24,109,35,362,chile
27,350,66,419,Rice
15,97,81,533,Tomato
21,71,54,412,Wheat
18,49,68,416,Barley
25,107,33,354,chile
27,314,66,383,Rice
14,89,84,625,Tomato
23,38,51,416,Wheat
13,40,68,414,Barley
20,82,32,388,chile
22,347,65,409,Rice
13,144,77,546,Tomato
23,47,58,448,Wheat
11,40,60,421,Barley
26,102,37,346,chile
23,298,70,396,Rice
13,116,84,479,Tomato
22,87,51,442,Wheat
14,41,61,385,Barley
21,97,36,339,chile
26,291,69,418,Rice
13,115,80,452,Tomato
21,57,59,426,Wheat
22,39,65,409,Barley
20,96,31,336,chile
26,334,63,414,Rice
15,120,90,503,Tomato
22,38,59,410,Wheat
16,44,69,417,Barley
26,101,31,319,chile
21,321,60,415,Rice
16,114,87,566,Tomato
23,30,58,441,Wheat
21,49,62,418,Barley
21,91,37,387,chile
26,349,61,396,Rice
16,82,79,565,Tomato
23,80,59,441,Wheat
19,49,68,382,Barley
22,86,38,362,chile
21,221,78,426,Rice
14,73,84,450,Tomato
24,90,51,441,Wheat
12,40,61,427,Barley
18,105,31,343,chile
23,290,68,430,Rice
14,61,78,587,Tomato
24,81,59,437,Wheat
22,41,64,398,Barley
20,99,33,396,chile
23,248,73,420,Rice
14,146,90,578,Tomato
21,70,60,417,Wheat
13,49,66,383,Barley
26,100,31,384,chile
21,215,61,391,Rice
15,60,89,609,Tomato
21,54,51,411,Wheat
27,44,63,415,Barley
20,88,37,311,chile
24,299,77,408,Rice
14,90,90,513,Tomato
21,67,50,432,Wheat
25,50,69,385,Barley
26,102,39,307,chile
23,229,72,385,Rice
13,130,84,589,Tomato
24,32,51,445,Wheat
14,42,70,399,Barley
19,91,38,371,chile
27,231,64,411,Rice
16,145,85,503,Tomato
22,95,56,408,Wheat
9,44,61,389,Barley
26,102,38,397,chile
25,262,60,402,Rice
13,150,89,624,Tomato
23,96,54,445,Wheat
18,44,70,389,Barley
26,116,32,309,chile
23,177,66,386,Rice
16,117,89,511,Tomato
23,75,60,408,Wheat
19,40,60,404,Barley
24,120,39,313,chile
25,205,60,399,Rice
14,82,79,485,Tomato
24,98,50,428,Wheat
9,44,62,386,Barley
18,89,31,310,chile
24,326,64,386,Rice
15,120,89,638,Tomato
22,76,55,448,Wheat
27,45,69,420,Barley
25,92,36,394,chile
24,299,67,412,Rice
15,82,81,564,Tomato
23,42,60,441,Wheat
11,43,68,385,Barley
22,97,30,346,chile
22,232,80,384,Rice
14,91,89,525,Tomato
22,94,60,427,Wheat
26,45,68,400,Barley
20,85,37,370,chile
23,310,69,395,Rice
13,145,86,570,Tomato
24,79,57,436,Wheat
25,42,61,425,Barley
18,111,39,315,chile
27,259,80,429,Rice
14,80,79,528,Tomato
22,97,55,435,Wheat
9,50,60,380,Barley
18,103,37,352,chile
22,328,71,391,Rice
14,131,79,539,Tomato
22,77,51,424,Wheat
23,43,68,430,Barley
25,107,38,313,chile
21,196,75,406,Rice
14,112,86,457,Tomato
24,50,53,425,Wheat
22,50,65,384,Barley
21,113,37,357,chile
27,270,65,418,Rice
16,84,84,620,Tomato
23,39,57,438,Wheat
22,50,63,388,Barley
24,117,40,374,chile
27,201,73,395,Rice
16,79,90,451,Tomato
23,60,56,427,Wheat
19,42,68,407,Barley
24,105,34,377,chile
24,238,65,391,Rice
13,113,80,591,Tomato
22,39,51,434,Wheat
16,47,69,394,Barley
26,113,32,388,chile
22,303,76,409,Rice
14,100,76,636,Tomato
23,93,57,422,Wheat
15,50,69,421,Barley
24,112,40,387,chile
21,250,67,406,Rice
16,126,88,646,Tomato
24,43,52,437,Wheat
15,41,65,420,Barley
23,91,36,353,chile
26,274,72,399,Rice
14,88,87,595,Tomato
21,52,52,413,Wheat
8,45,65,413,Barley
18,103,34,346,chile
24,322,65,416,Rice
16,142,78,533,Tomato
22,60,56,450,Wheat
11,45,70,427,Barley
19,108,36,356,chile
22,175,65,409,Rice
14,107,86,475,Tomato
24,62,59,440,Wheat
18,40,66,425,Barley
25,102,36,392,chile
23,250,79,387,Rice
14,135,83,576,Tomato
23,99,58,436,Wheat
14,50,70,383,Barley
20,114,33,367,chile
23,297,71,426,Rice
13,80,77,639,Tomato
23,90,51,443,Wheat
12,47,68,386,Barley
23,91,31,339,chile
25,270,66,419,Rice
16,89,75,527,Tomato
21,91,54,405,Wheat
12,42,64,408,Barley
24,105,33,344,chile
21,244,75,400,Rice
16,65,89,552,Tomato
21,98,55,418,Wheat
9,50,68,408,Barley
19,109,35,342,chile
26,186,76,428,Rice
13,64,87,486,Tomato
24,50,53,401,Wheat
23,39,68,407,Barley
26,95,37,388,chile
23,344,67,392,Rice
14,121,90,458,Tomato
24,80,56,437,Wheat
19,46,67,397,Barley
25,81,40,300,chile
23,312,80,391,Rice
16,142,80,615,Tomato
21,32,55,412,Wheat
9,49,64,394,Barley
23,86,36,313,chile
27,187,61,417,Rice
15,137,88,467,Tomato
22,51,56,400,Wheat
10,50,61,410,Barley
20,94,33,321,chile
22,293,74,418,Rice
13,67,90,590,Tomato
23,93,59,420,Wheat
12,43,62,395,Barley
20,110,31,391,chile
25,187,71,405,Rice
13,79,86,554,Tomato
22,76,53,443,Wheat
13,50,66,391,Barley
20,120,37,307,chile
26,207,78,393,Rice
15,150,90,570,Tomato
23,38,57,415,Wheat
27,42,61,429,Barley
25,99,36,369,chile
26,302,62,421,Rice
13,113,79,595,Tomato
23,79,58,425,Wheat
6,39,67,415,Barley
22,81,35,359,chile
26,209,80,423,Rice
15,148,86,456,Tomato
23,52,57,444,Wheat
7,47,69,424,Barley
21,106,32,377,chile
21,297,64,418,Rice
16,87,76,542,Tomato
24,89,57,434,Wheat
27,50,68,413,Barley
18,85,31,302,chile
27,283,75,421,Rice
16,119,83,647,Tomato
24,71,52,423,Wheat
19,49,69,395,Barley
26,99,33,370,chile
24,199,62,418,Rice
15,101,89,476,Tomato
23,44,50,431,Wheat
15,46,64,404,Barley
19,108,38,335,chile
25,252,69,391,Rice
14,72,84,585,Tomato
22,70,54,438,Wheat
24,41,67,423,Barley
21,80,37,360,chile
23,298,77,388,Rice
13,141,78,586,Tomato
21,55,58,427,Wheat
25,44,65,408,Barley
21,81,32,327,chile
21,280,62,394,Rice
13,112,79,616,Tomato
22,50,57,435,Wheat
27,49,67,405,Barley
26,88,31,352,chile
21,263,73,420,Rice
13,137,78,511,Tomato
24,79,53,446,Wheat
22,48,67,411,Barley
25,83,36,363,chile
23,238,65,421,Rice
14,147,88,529,Tomato
24,36,56,418,Wheat
16,43,65,385,Barley
22,86,39,349,chile
21,280,63,412,Rice
13,110,89,502,Tomato
23,82,53,410,Wheat
15,40,67,417,Barley
18,104,38,301,chile
25,345,74,414,Rice
13,60,90,599,Tomato
22,76,57,446,Wheat
5,42,64,385,Barley
23,83,37,368,chile
21,224,76,412,Rice
13,113,82,511,Tomato
22,90,55,442,Wheat
21,39,66,382,Barley
26,82,40,335,chile
24,299,67,398,Rice
13,91,78,498,Tomato
24,65,55,402,Wheat
25,47,70,428,Barley
23,111,38,333,chile
22,180,73,409,Rice
14,120,78,491,Tomato
24,73,54,407,Wheat
24,48,60,410,Barley
25,120,40,388,chile
21,245,70,406,Rice
16,123,75,531,Tomato
22,71,55,420,Wheat
25,46,67,404,Barley
